Check Name,Category,Source ID,Source Severity,Computer Name,Last Seen,State,Measured Values
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2202.internal.das,10-Mar-2026 07:38,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx3102.internal.das,10-Mar-2026 07:41,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2502.internal.das,10-Mar-2026 07:53,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1001v1.wellpoint.com,10-Mar-2026 08:00,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1201v1.wellpoint.com,10-Mar-2026 07:37,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2005.wellpoint.com,10-Mar-2026 07:46,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx24db04.internal.das,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2902.internal.das,10-Mar-2026 07:41,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2103.internal.das,10-Mar-2026 07:57,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px23db01.internal.das,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2702.internal.das,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1001v2.wellpoint.com,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ch03fx0102.internal.das,10-Mar-2026 07:32,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2501.internal.das,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2006.wellpoint.com,10-Mar-2026 07:53,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px3201.internal.das,10-Mar-2026 07:51,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2104.internal.das,10-Mar-2026 07:57,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1303v1.wellpoint.com,10-Mar-2026 07:53,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0803v2.wellpoint.com,10-Mar-2026 07:32,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1204v1.wellpoint.com,10-Mar-2026 07:57,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2001.wellpoint.com,10-Mar-2026 07:43,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2503.internal.das,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px3202.internal.das,10-Mar-2026 07:55,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px3002.internal.das,10-Mar-2026 07:31,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0902v1.wellpoint.com,10-Mar-2026 07:41,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px1602.wellpoint.com,10-Mar-2026 07:42,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0802v1.wellpoint.com,10-Mar-2026 07:29,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx24db03.internal.das,10-Mar-2026 07:37,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1301v1.wellpoint.com,10-Mar-2026 07:33,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1002v2.wellpoint.com,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0901v1.wellpoint.com,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2601.internal.das,10-Mar-2026 07:52,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0901v2.wellpoint.com,10-Mar-2026 07:29,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2801.internal.das,10-Mar-2026 07:37,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1904.wellpoint.com,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1003v1.wellpoint.com,10-Mar-2026 06:42,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px1501.wellpoint.com,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0902v2.wellpoint.com,10-Mar-2026 07:52,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1202v1.wellpoint.com,10-Mar-2026 07:49,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2102.internal.das,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2002.wellpoint.com,10-Mar-2026 07:38,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2003.wellpoint.com,10-Mar-2026 07:33,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1903.wellpoint.com,10-Mar-2026 07:36,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1301v2.wellpoint.com,10-Mar-2026 07:34,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0801v2.wellpoint.com,10-Mar-2026 07:33,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1302v1.wellpoint.com,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1304v1.wellpoint.com,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1801.wellpoint.com,10-Mar-2026 07:31,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1101v1.wellpoint.com,10-Mar-2026 07:47,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2203.internal.das,10-Mar-2026 07:34,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px1601.wellpoint.com,10-Mar-2026 07:34,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx3301.internal.das,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx24db01.internal.das,10-Mar-2026 07:39,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1102v2.wellpoint.com,10-Mar-2026 07:45,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx3101.internal.das,10-Mar-2026 07:39,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2101.internal.das,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2504.internal.das,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1901.wellpoint.com,10-Mar-2026 07:52,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1203v1.wellpoint.com,10-Mar-2026 07:57,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px1502.wellpoint.com,10-Mar-2026 07:49,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2701.internal.das,10-Mar-2026 07:29,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx3302.internal.das,10-Mar-2026 07:23,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1802.wellpoint.com,10-Mar-2026 07:39,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33dx1302v2.wellpoint.com,10-Mar-2026 07:54,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2703.internal.das,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ch03fx0202.internal.das,10-Mar-2026 07:27,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ch03fx0101.internal.das,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2204.internal.das,10-Mar-2026 07:46,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1701.wellpoint.com,10-Mar-2026 07:55,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1902.wellpoint.com,10-Mar-2026 07:36,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px3001.internal.das,10-Mar-2026 07:49,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2602.internal.das,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px23db02.internal.das,10-Mar-2026 07:44,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px2004.wellpoint.com,10-Mar-2026 07:44,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx2201.internal.das,10-Mar-2026 07:44,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2704.internal.das,10-Mar-2026 07:34,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx2802.internal.das,10-Mar-2026 07:41,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1003v2.wellpoint.com,10-Mar-2026 07:49,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ch03fx0201.internal.das,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0801v1.wellpoint.com,10-Mar-2026 07:33,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1101v2.wellpoint.com,10-Mar-2026 07:28,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0904v1.wellpoint.com,10-Mar-2026 07:32,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04px2901.internal.das,10-Mar-2026 07:28,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1702.wellpoint.com,10-Mar-2026 07:38,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10dx1002v1.wellpoint.com,10-Mar-2026 07:52,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0903v1.wellpoint.com,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0802v2.wellpoint.com,10-Mar-2026 07:55,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px1503.wellpoint.com,10-Mar-2026 07:52,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va33fx1102v1.wellpoint.com,10-Mar-2026 07:35,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,va10px0803v1.wellpoint.com,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad3dx02v1-6rdqa1,10-Mar-2026 07:08,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad3dx02v1-6rdqa2,10-Mar-2026 07:44,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,dc04dx24db02.internal.das,10-Mar-2026 07:56,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v3-vuzff2,10-Mar-2026 07:58,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord1fx01v1-ngxdf1,10-Mar-2026 07:35,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx05v2-ivhmm1,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx05v1-wsp0d1,10-Mar-2026 07:25,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px02v2-sekf42,10-Mar-2026 07:33,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad3dx01v1-tvjik1,10-Mar-2026 07:16,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v1-mz3on4,10-Mar-2026 07:59,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx03v2-i4w0o2,10-Mar-2026 07:58,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v2-hzapz1,10-Mar-2026 07:24,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v1-azsbp3,10-Mar-2026 07:39,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx03v2-i4w0o1,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v2-me3y32,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad2dx03v1-vfili1,10-Mar-2026 07:35,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px02v3-q9m3c1,10-Mar-2026 07:41,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v1-mz3on1,10-Mar-2026 07:29,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx05v1-wsp0d2,10-Mar-2026 07:42,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px01v1-gngym1,10-Mar-2026 07:47,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad3dx01v1-tvjik2,10-Mar-2026 07:37,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v1-azsbp1,10-Mar-2026 07:58,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx03v3-ggsed1,10-Mar-2026 07:42,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad2dx03v1-vfili2,10-Mar-2026 07:18,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v3-vuzff1,10-Mar-2026 07:38,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v2-hzapz2,10-Mar-2026 07:31,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px01v1-gngym2,10-Mar-2026 07:48,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v3-g0wwi1,22-Feb-2026 03:46,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px02v3-q9m3c2,10-Mar-2026 07:38,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v1-azsbp4,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v3-g0wwi2,10-Mar-2026 07:51,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx03v3-ggsed2,10-Mar-2026 07:40,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx05v2-ivhmm2,10-Mar-2026 07:35,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v1-mz3on2,10-Mar-2026 07:49,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1dx04v1-mz3on3,10-Mar-2026 07:36,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord1fx01v1-ngxdf2,10-Mar-2026 07:50,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v2-me3y31,10-Mar-2026 07:42,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,iad1px02v2-sekf41,10-Mar-2026 07:30,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
No anonymous user access: anon=-1,Operating System Services & Network Settings,05.70.00,MODERATE,ord3fx02v1-azsbp2,10-Mar-2026 07:47,passed,No anonymous user access: : 05.70.00: /etc/exports exists but contains no configurations with anon=-1
